Areaname,STCOU,EAN010201F,EAN010201D,EAN010201N1,EAN010201N2,EAN010202F,EAN010202D,EAN010202N1,EAN010202N2,EAN010203F,EAN010203D,EAN010203N1,EAN010203N2,EAN010204F,EAN010204D,EAN010204N1,EAN010204N2,EAN010205F,EAN010205D,EAN010205N1,EAN010205N2,EAN010206F,EAN010206D,EAN010206N1,EAN010206N2,EAN010207F,EAN010207D,EAN010207N1,EAN010207N2,EAN012204F,EAN012204D,EAN012204N1,EAN012204N2,EAN012205F,EAN012205D,EAN012205N1,EAN012205N2,EAN012206F,EAN012206D,EAN012206N1,EAN012206N2,EAN012207F,EAN012207D,EAN012207N1,EAN012207N2
"Orangeburg, SC",45075,0,1223423,0000,0000,0,1267725,0000,0000,0,1317594,0000,0000,0,1377615,0000,0000,0,1422594,0000,0000,0,1476051,0000,0000,0,1539119,0000,0000,0,32276,0000,0000,0,32989,0000,0000,0,33704,0000,0000,0,33998,0000,0000
"Pickens, SC",45077,0,1331743,0000,0000,0,1402710,0000,0000,0,1450865,0000,0000,0,1503129,0000,0000,0,1582162,0000,0000,0,1688869,0000,0000,0,1770960,0000,0000,0,31748,0000,0000,0,32593,0000,0000,0,33405,0000,0000,0,34014,0000,0000
"Richland, SC",45079,0,9440440,0000,0000,0,9723747,0000,0000,0,10055738,0000,0000,0,10623436,0000,0000,0,11229762,0000,0000,0,12063334,0000,0000,0,12573208,0000,0000,0,41472,0000,0000,0,43136,0000,0000,0,45188,0000,0000,0,45958,0000,0000
"Saluda, SC",45081,0,161193,0000,0000,0,149835,0000,0000,0,165414,0000,0000,0,178783,0000,0000,0,184223,0000,0000,0,186878,0000,0000,0,185544,0000,0000,0,28514,0000,0000,0,29034,0000,0000,0,28786,0000,0000,0,29573,0000,0000
"Spartanburg, SC",45083,0,5236084,0000,0000,0,5449395,0000,0000,0,5643519,0000,0000,0,5746729,0000,0000,0,5890359,0000,0000,0,6263256,0000,0000,0,6516675,0000,0000,0,39575,0000,0000,0,40084,0000,0000,0,41864,0000,0000,0,42465,0000,0000
"Sumter, SC",45085,0,1653973,0000,0000,0,1735357,0000,0000,0,1823827,0000,0000,0,1924651,0000,0000,0,1987268,0000,0000,0,2066696,0000,0000,0,2132038,0000,0000,0,35398,0000,0000,0,36245,0000,0000,0,37905,0000,0000,0,38841,0000,0000
"Union, SC",45087,0,342527,0000,0000,0,340277,0000,0000,0,338965,0000,0000,0,349427,0000,0000,0,363289,0000,0000,0,357677,0000,0000,0,360672,0000,0000,0,32514,0000,0000,0,33171,0000,0000,0,33804,0000,0000,0,34834,0000,0000
"Williamsburg, SC",45089,0,353546,0000,0000,0,333876,0000,0000,0,363074,0000,0000,0,375572,0000,0000,0,402245,0000,0000,0,417013,0000,0000,0,418693,0000,0000,0,29342,0000,0000,0,30582,0000,0000,0,31336,0000,0000,0,31988,0000,0000
"York, SC",45091,0,2620287,0000,0000,0,2902947,0000,0000,0,3106812,0000,0000,0,3363848,0000,0000,0,3582025,0000,0000,0,3865478,0000,0000,0,3987250,0000,0000,0,38360,0000,0000,0,39746,0000,0000,0,40971,0000,0000,0,40784,0000,0000
SOUTH DAKOTA,46000,0,14871866,0000,0000,0,14727655,0000,0000,0,16366025,0000,0000,0,17551152,0000,0000,0,18325550,0000,0000,0,18156943,0000,0000,0,20371470,0000,0000,0,33118,0000,0000,0,33936,0000,0000,0,32952,0000,0000,0,36089,0000,0000
"Aurora, SD",46003,0,36864,0000,0000,0,23197,0000,0000,0,39465,0000,0000,0,44641,0000,0000,0,33949,0000,0000,0,22837,0000,0000,0,49417,0000,0000,0,25379,0000,0000,0,19500,0000,0000,0,13147,0000,0000,0,26916,0000,0000
"Beadle, SD",46005,0,306673,0000,0000,0,284661,0000,0000,0,317141,0000,0000,0,348019,0000,0000,0,362605,0000,0000,0,345855,0000,0000,0,414770,0000,0000,0,32953,0000,0000,0,34263,0000,0000,0,31189,0000,0000,0,35923,0000,0000
"Bennett, SD",46007,0,31788,0000,0000,0,20367,0000,0000,0,36045,0000,0000,0,33635,0000,0000,0,41874,0000,0000,0,32503,0000,0000,0,41568,0000,0000,0,21234,0000,0000,0,26188,0000,0000,0,19867,0000,0000,0,25424,0000,0000
"Bon Homme, SD",46009,0,88332,0000,0000,0,73610,0000,0000,0,93364,0000,0000,0,106819,0000,0000,0,93942,0000,0000,0,85015,0000,0000,0,98442,0000,0000,0,28311,0000,0000,0,24375,0000,0000,0,22695,0000,0000,0,27007,0000,0000
"Brookings, SD",46011,0,540646,0000,0000,0,536720,0000,0000,0,582764,0000,0000,0,648884,0000,0000,0,688541,0000,0000,0,728436,0000,0000,0,828175,0000,0000,0,30814,0000,0000,0,31936,0000,0000,0,32338,0000,0000,0,35492,0000,0000
"Brown, SD",46013,0,756732,0000,0000,0,814957,0000,0000,0,884433,0000,0000,0,956777,0000,0000,0,1001543,0000,0000,0,1007057,0000,0000,0,1092824,0000,0000,0,35622,0000,0000,0,36578,0000,0000,0,36087,0000,0000,0,38403,0000,0000
"Brule, SD",46015,0,73382,0000,0000,0,59909,0000,0000,0,78014,0000,0000,0,81150,0000,0000,0,86009,0000,0000,0,67493,0000,0000,0,94507,0000,0000,0,23172,0000,0000,0,24085,0000,0000,0,18562,0000,0000,0,25619,0000,0000
"Buffalo, SD",46017,0,23981,0000,0000,0,20332,0000,0000,0,27577,0000,0000,0,28297,0000,0000,0,28640,0000,0000,0,22444,0000,0000,0,28329,0000,0000,0,36185,0000,0000,0,37585,0000,0000,0,30207,0000,0000,0,39621,0000,0000
"Butte, SD",46019,0,98604,0000,0000,0,93070,0000,0000,0,100369,0000,0000,0,107949,0000,0000,0,116063,0000,0000,0,117000,0000,0000,0,136143,0000,0000,0,21865,0000,0000,0,23199,0000,0000,0,22465,0000,0000,0,25301,0000,0000
"Campbell, SD",46021,0,26250,0000,0000,0,15530,0000,0000,0,21788,0000,0000,0,24131,0000,0000,0,29454,0000,0000,0,10722,0000,0000,0,34468,0000,0000,0,22658,0000,0000,0,27501,0000,0000,0,10087,0000,0000,0,32858,0000,0000
"Charles Mix, SD",46023,0,146420,0000,0000,0,117074,0000,0000,0,151899,0000,0000,0,158102,0000,0000,0,161802,0000,0000,0,145848,0000,0000,0,182553,0000,0000,0,26652,0000,0000,0,27429,0000,0000,0,24817,0000,0000,0,30878,0000,0000
"Clark, SD",46025,0,62259,0000,0000,0,46075,0000,0000,0,62381,0000,0000,0,76461,0000,0000,0,80368,0000,0000,0,53242,0000,0000,0,86312,0000,0000,0,33404,0000,0000,0,35065,0000,0000,0,23199,0000,0000,0,36964,0000,0000
"Clay, SD",46027,0,220188,0000,0000,0,215504,0000,0000,0,241168,0000,0000,0,269624,0000,0000,0,268518,0000,0000,0,283278,0000,0000,0,310245,0000,0000,0,24156,0000,0000,0,23618,0000,0000,0,23528,0000,0000,0,25166,0000,0000
"Codington, SD",46029,0,530098,0000,0000,0,536189,0000,0000,0,561865,0000,0000,0,604368,0000,0000,0,631272,0000,0000,0,653866,0000,0000,0,721988,0000,0000,0,30214,0000,0000,0,30806,0000,0000,0,31120,0000,0000,0,33146,0000,0000
"Corson, SD",46031,0,32819,0000,0000,0,23682,0000,0000,0,44461,0000,0000,0,41872,0000,0000,0,50743,0000,0000,0,33964,0000,0000,0,55839,0000,0000,0,24558,0000,0000,0,29937,0000,0000,0,20362,0000,0000,0,33780,0000,0000
"Custer, SD",46033,0,83733,0000,0000,0,88491,0000,0000,0,96411,0000,0000,0,102044,0000,0000,0,112386,0000,0000,0,111293,0000,0000,0,112029,0000,0000,0,19371,0000,0000,0,20882,0000,0000,0,20443,0000,0000,0,20436,0000,0000
"Davison, SD",46035,0,402841,0000,0000,0,416740,0000,0000,0,463721,0000,0000,0,480024,0000,0000,0,489023,0000,0000,0,504820,0000,0000,0,553962,0000,0000,0,31807,0000,0000,0,31448,0000,0000,0,32329,0000,0000,0,34851,0000,0000
"Day, SD",46037,0,83886,0000,0000,0,75042,0000,0000,0,86052,0000,0000,0,100248,0000,0000,0,97681,0000,0000,0,79527,0000,0000,0,101526,0000,0000,0,26754,0000,0000,0,26055,0000,0000,0,21378,0000,0000,0,27358,0000,0000
"Deuel, SD",46039,0,70902,0000,0000,0,64251,0000,0000,0,77719,0000,0000,0,84131,0000,0000,0,93500,0000,0000,0,85019,0000,0000,0,114663,0000,0000,0,27342,0000,0000,0,29673,0000,0000,0,26795,0000,0000,0,35676,0000,0000
"Dewey, SD",46041,0,71720,0000,0000,0,69113,0000,0000,0,81757,0000,0000,0,87428,0000,0000,0,95689,0000,0000,0,87680,0000,0000,0,94663,0000,0000,0,28571,0000,0000,0,32382,0000,0000,0,29956,0000,0000,0,32903,0000,0000
"Douglas, SD",46043,0,51220,0000,0000,0,36502,0000,0000,0,53023,0000,0000,0,61570,0000,0000,0,58192,0000,0000,0,50173,0000,0000,0,69065,0000,0000,0,32715,0000,0000,0,31421,0000,0000,0,28030,0000,0000,0,37823,0000,0000
"Edmunds, SD",46045,0,72622,0000,0000,0,54571,0000,0000,0,79881,0000,0000,0,95328,0000,0000,0,98647,0000,0000,0,57734,0000,0000,0,108275,0000,0000,0,39637,0000,0000,0,39729,0000,0000,0,22910,0000,0000,0,42328,0000,0000
"Fall River, SD",46047,0,98322,0000,0000,0,100182,0000,0000,0,112203,0000,0000,0,122864,0000,0000,0,131876,0000,0000,0,131773,0000,0000,0,135195,0000,0000,0,34629,0000,0000,0,36410,0000,0000,0,36685,0000,0000,0,37617,0000,0000
"Faulk, SD",46049,0,36232,0000,0000,0,23145,0000,0000,0,37954,0000,0000,0,52009,0000,0000,0,53921,0000,0000,0,26387,0000,0000,0,63254,0000,0000,0,40632,0000,0000,0,40880,0000,0000,0,19915,0000,0000,0,47204,0000,0000
"Grant, SD",46051,0,144575,0000,0000,0,150666,0000,0000,0,160117,0000,0000,0,176165,0000,0000,0,182379,0000,0000,0,176809,0000,0000,0,201461,0000,0000,0,32030,0000,0000,0,32767,0000,0000,0,30862,0000,0000,0,34681,0000,0000
"Gregory, SD",46053,0,65364,0000,0000,0,47094,0000,0000,0,68751,0000,0000,0,64762,0000,0000,0,71677,0000,0000,0,57199,0000,0000,0,79223,0000,0000,0,21444,0000,0000,0,23578,0000,0000,0,19073,0000,0000,0,26009,0000,0000
"Haakon, SD",46055,0,36235,0000,0000,0,19398,0000,0000,0,46545,0000,0000,0,34058,0000,0000,0,48947,0000,0000,0,24548,0000,0000,0,44163,0000,0000,0,20959,0000,0000,0,29791,0000,0000,0,14914,0000,0000,0,26912,0000,0000
"Hamlin, SD",46057,0,60659,0000,0000,0,50701,0000,0000,0,66839,0000,0000,0,76064,0000,0000,0,80452,0000,0000,0,68674,0000,0000,0,95585,0000,0000,0,32000,0000,0000,0,33424,0000,0000,0,28401,0000,0000,0,38097,0000,0000
"Hand, SD",46059,0,52531,0000,0000,0,30233,0000,0000,0,54863,0000,0000,0,69342,0000,0000,0,80874,0000,0000,0,46431,0000,0000,0,93657,0000,0000,0,29357,0000,0000,0,33683,0000,0000,0,19139,0000,0000,0,38149,0000,0000
"Hanson, SD",46061,0,26308,0000,0000,0,21450,0000,0000,0,32465,0000,0000,0,45094,0000,0000,0,33408,0000,0000,0,31090,0000,0000,0,41004,0000,0000,0,34634,0000,0000,0,24820,0000,0000,0,22018,0000,0000,0,28534,0000,0000
"Harding, SD",46063,0,17565,0000,0000,0,14341,0000,0000,0,18256,0000,0000,0,18894,0000,0000,0,23390,0000,0000,0,14705,0000,0000,0,20549,0000,0000,0,18652,0000,0000,0,21983,0000,0000,0,14126,0000,0000,0,19349,0000,0000
"Hughes, SD",46065,0,372928,0000,0000,0,380661,0000,0000,0,405235,0000,0000,0,425559,0000,0000,0,456156,0000,0000,0,457745,0000,0000,0,492701,0000,0000,0,32562,0000,0000,0,33976,0000,0000,0,33837,0000,0000,0,36313,0000,0000
"Hutchinson, SD",46067,0,107456,0000,0000,0,91465,0000,0000,0,122128,0000,0000,0,133207,0000,0000,0,115577,0000,0000,0,113339,0000,0000,0,140231,0000,0000,0,29760,0000,0000,0,25735,0000,0000,0,24992,0000,0000,0,30571,0000,0000
"Hyde, SD",46069,0,22935,0000,0000,0,10523,0000,0000,0,26730,0000,0000,0,28491,0000,0000,0,33386,0000,0000,0,15821,0000,0000,0,31176,0000,0000,0,24561,0000,0000,0,29782,0000,0000,0,14101,0000,0000,0,27861,0000,0000
"Jackson, SD",46071,0,22152,0000,0000,0,18327,0000,0000,0,25266,0000,0000,0,22632,0000,0000,0,29315,0000,0000,0,18446,0000,0000,0,23120,0000,0000,0,16189,0000,0000,0,20880,0000,0000,0,13347,0000,0000,0,16741,0000,0000
"Jerauld, SD",46073,0,48013,0000,0000,0,36728,0000,0000,0,52977,0000,0000,0,57285,0000,0000,0,54161,0000,0000,0,45887,0000,0000,0,67427,0000,0000,0,28108,0000,0000,0,26826,0000,0000,0,21966,0000,0000,0,31318,0000,0000
"Jones, SD",46075,0,22068,0000,0000,0,15500,0000,0000,0,25973,0000,0000,0,22971,0000,0000,0,23310,0000,0000,0,15265,0000,0000,0,24270,0000,0000,0,23086,0000,0000,0,23957,0000,0000,0,15835,0000,0000,0,24969,0000,0000
"Kingsbury, SD",46077,0,85862,0000,0000,0,77330,0000,0000,0,94915,0000,0000,0,106990,0000,0000,0,99309,0000,0000,0,85999,0000,0000,0,115951,0000,0000,0,34347,0000,0000,0,31871,0000,0000,0,28215,0000,0000,0,37967,0000,0000
"Lake, SD",46079,0,181272,0000,0000,0,178401,0000,0000,0,198584,0000,0000,0,211486,0000,0000,0,225946,0000,0000,0,220262,0000,0000,0,242881,0000,0000,0,30753,0000,0000,0,32058,0000,0000,0,30600,0000,0000,0,32933,0000,0000
"Lawrence, SD",46081,0,362014,0000,0000,0,362699,0000,0000,0,383279,0000,0000,0,412509,0000,0000,0,441626,0000,0000,0,467123,0000,0000,0,501948,0000,0000,0,27241,0000,0000,0,27919,0000,0000,0,28815,0000,0000,0,29844,0000,0000
"Lincoln, SD",46083,0,266272,0000,0000,0,310216,0000,0000,0,362242,0000,0000,0,426330,0000,0000,0,509180,0000,0000,0,562507,0000,0000,0,667071,0000,0000,0,24561,0000,0000,0,26113,0000,0000,0,26550,0000,0000,0,28595,0000,0000
"Lyman, SD",46085,0,50987,0000,0000,0,31431,0000,0000,0,61132,0000,0000,0,53730,0000,0000,0,59731,0000,0000,0,41616,0000,0000,0,65277,0000,0000,0,22166,0000,0000,0,24692,0000,0000,0,17333,0000,0000,0,26819,0000,0000
"McCook, SD",46087,0,72933,0000,0000,0,63696,0000,0000,0,78721,0000,0000,0,90487,0000,0000,0,80530,0000,0000,0,76084,0000,0000,0,93871,0000,0000,0,30072,0000,0000,0,26257,0000,0000,0,25127,0000,0000,0,31073,0000,0000
"McPherson, SD",46089,0,32243,0000,0000,0,19429,0000,0000,0,35119,0000,0000,0,37075,0000,0000,0,43474,0000,0000,0,22960,0000,0000,0,44443,0000,0000,0,27463,0000,0000,0,31966,0000,0000,0,17173,0000,0000,0,34240,0000,0000
"Marshall, SD",46091,0,70055,0000,0000,0,63752,0000,0000,0,77118,0000,0000,0,84586,0000,0000,0,85752,0000,0000,0,79498,0000,0000,0,88430,0000,0000,0,35200,0000,0000,0,34731,0000,0000,0,31850,0000,0000,0,35386,0000,0000
"Meade, SD",46093,0,313356,0000,0000,0,331252,0000,0000,0,363302,0000,0000,0,388526,0000,0000,0,414744,0000,0000,0,425534,0000,0000,0,445494,0000,0000,0,24503,0000,0000,0,24720,0000,0000,0,24421,0000,0000,0,24518,0000,0000
"Mellette, SD",46095,0,12324,0000,0000,0,9833,0000,0000,0,14588,0000,0000,0,15186,0000,0000,0,17432,0000,0000,0,13129,0000,0000,0,18744,0000,0000,0,18748,0000,0000,0,21468,0000,0000,0,15761,0000,0000,0,22341,0000,0000
"Miner, SD",46097,0,33925,0000,0000,0,23475,0000,0000,0,37770,0000,0000,0,41911,0000,0000,0,43729,0000,0000,0,36464,0000,0000,0,53182,0000,0000,0,27811,0000,0000,0,28469,0000,0000,0,23848,0000,0000,0,33364,0000,0000
"Minnehaha, SD",46099,0,4552963,0000,0000,0,4743143,0000,0000,0,4991557,0000,0000,0,5272886,0000,0000,0,5515489,0000,0000,0,5758226,0000,0000,0,6084739,0000,0000,0,39389,0000,0000,0,40530,0000,0000,0,41333,0000,0000,0,42693,0000,0000
"Moody, SD",46101,0,102290,0000,0000,0,97087,0000,0000,0,116621,0000,0000,0,118743,0000,0000,0,136352,0000,0000,0,135840,0000,0000,0,158537,0000,0000,0,34478,0000,0000,0,38387,0000,0000,0,37054,0000,0000,0,42698,0000,0000
"Pennington, SD",46103,0,1902112,0000,0000,0,2027576,0000,0000,0,2129234,0000,0000,0,2253000,0000,0000,0,2339835,0000,0000,0,2419245,0000,0000,0,2558194,0000,0000,0,36202,0000,0000,0,37409,0000,0000,0,38291,0000,0000,0,39912,0000,0000
"Perkins, SD",46105,0,48425,0000,0000,0,31978,0000,0000,0,50285,0000,0000,0,47873,0000,0000,0,55150,0000,0000,0,37464,0000,0000,0,51580,0000,0000,0,20132,0000,0000,0,23075,0000,0000,0,15669,0000,0000,0,21537,0000,0000
"Potter, SD",46107,0,37515,0000,0000,0,24859,0000,0000,0,43731,0000,0000,0,41343,0000,0000,0,41088,0000,0000,0,33115,0000,0000,0,40718,0000,0000,0,26384,0000,0000,0,25842,0000,0000,0,20827,0000,0000,0,25836,0000,0000
"Roberts, SD",46109,0,122070,0000,0000,0,114640,0000,0000,0,131519,0000,0000,0,157275,0000,0000,0,164193,0000,0000,0,145794,0000,0000,0,190453,0000,0000,0,29804,0000,0000,0,30238,0000,0000,0,26532,0000,0000,0,33900,0000,0000
"Sanborn, SD",46111,0,33673,0000,0000,0,29316,0000,0000,0,45106,0000,0000,0,48093,0000,0000,0,46685,0000,0000,0,34334,0000,0000,0,51469,0000,0000,0,34012,0000,0000,0,31780,0000,0000,0,24630,0000,0000,0,37845,0000,0000
"Shannon, SD",46113,0,139351,0000,0000,0,144928,0000,0000,0,160107,0000,0000,0,169560,0000,0000,0,180915,0000,0000,0,176864,0000,0000,0,180632,0000,0000,0,34192,0000,0000,0,36719,0000,0000,0,36369,0000,0000,0,37244,0000,0000
"Spink, SD",46115,0,109318,0000,0000,0,91985,0000,0000,0,116957,0000,0000,0,142652,0000,0000,0,136307,0000,0000,0,104522,0000,0000,0,136844,0000,0000,0,37343,0000,0000,0,34834,0000,0000,0,26515,0000,0000,0,34487,0000,0000
"Stanley, SD",46117,0,36064,0000,0000,0,27282,0000,0000,0,44089,0000,0000,0,40198,0000,0000,0,47626,0000,0000,0,37054,0000,0000,0,51564,0000,0000,0,22507,0000,0000,0,25564,0000,0000,0,19400,0000,0000,0,26362,0000,0000
"Sully, SD",46119,0,31739,0000,0000,0,1205,0000,0000,0,42041,0000,0000,0,48485,0000,0000,0,50968,0000,0000,0,24630,0000,0000,0,64046,0000,0000,0,42793,0000,0000,0,44827,0000,0000,0,21643,0000,0000,0,55499,0000,0000
"Todd, SD",46121,0,87761,0000,0000,0,92416,0000,0000,0,103413,0000,0000,0,110892,0000,0000,0,119662,0000,0000,0,111906,0000,0000,0,121647,0000,0000,0,30465,0000,0000,0,32543,0000,0000,0,31128,0000,0000,0,33989,0000,0000
"Tripp, SD",46123,0,96517,0000,0000,0,73999,0000,0000,0,104656,0000,0000,0,102063,0000,0000,0,114046,0000,0000,0,88798,0000,0000,0,114096,0000,0000,0,25793,0000,0000,0,28370,0000,0000,0,22188,0000,0000,0,28284,0000,0000
"Turner, SD",46125,0,92710,0000,0000,0,81428,0000,0000,0,114398,0000,0000,0,120712,0000,0000,0,112901,0000,0000,0,104792,0000,0000,0,129786,0000,0000,0,28976,0000,0000,0,27166,0000,0000,0,25124,0000,0000,0,30495,0000,0000
"Union, SD",46127,0,550973,0000,0000,0,496063,0000,0000,0,499273,0000,0000,0,543241,0000,0000,0,506231,0000,0000,0,489464,0000,0000,0,559813,0000,0000,0,48712,0000,0000,0,48471,0000,0000,0,44971,0000,0000,0,46384,0000,0000
"Walworth, SD",46129,0,77615,0000,0000,0,65642,0000,0000,0,74508,0000,0000,0,78288,0000,0000,0,86987,0000,0000,0,75278,0000,0000,0,92149,0000,0000,0,21051,0000,0000,0,23346,0000,0000,0,19984,0000,0000,0,24035,0000,0000
"Yankton, SD",46135,0,412215,0000,0000,0,409310,0000,0000,0,441667,0000,0000,0,480302,0000,0000,0,488655,0000,0000,0,510565,0000,0000,0,548113,0000,0000,0,33996,0000,0000,0,33700,0000,0000,0,34882,0000,0000,0,37173,0000,0000
"Ziebach, SD",46137,0,12009,0000,0000,0,7283,0000,0000,0,12493,0000,0000,0,15831,0000,0000,0,21737,0000,0000,0,7951,0000,0000,0,17019,0000,0000,0,19617,0000,0000,0,26737,0000,0000,0,9853,0000,0000,0,21489,0000,0000
TENNESSEE,47000,0,121421581,0000,0000,0,126473962,0000,0000,0,131963894,0000,0000,0,140670651,0000,0000,0,147222821,0000,0000,0,155550558,0000,0000,0,161072503,0000,0000,0,39435,0000,0000,0,40467,0000,0000,0,42050,0000,0000,0,42998,0000,0000
"Anderson, TN",47001,0,1868098,0000,0000,0,2010303,0000,0000,0,2136254,0000,0000,0,2173280,0000,0000,0,2223722,0000,0000,0,2333980,0000,0000,0,2360807,0000,0000,0,41777,0000,0000,0,42190,0000,0000,0,44048,0000,0000,0,44623,0000,0000
"Bedford, TN",47003,0,612828,0000,0000,0,627877,0000,0000,0,694230,0000,0000,0,760598,0000,0000,0,801048,0000,0000,0,838869,0000,0000,0,865582,0000,0000,0,30350,0000,0000,0,30709,0000,0000,0,31757,0000,0000,0,31869,0000,0000
"Benton, TN",47005,0,151894,0000,0000,0,147653,0000,0000,0,146481,0000,0000,0,153624,0000,0000,0,163552,0000,0000,0,165445,0000,0000,0,168137,0000,0000,0,21784,0000,0000,0,23179,0000,0000,0,23481,0000,0000,0,23893,0000,0000
"Bledsoe, TN",47007,0,106834,0000,0000,0,97399,0000,0000,0,95674,0000,0000,0,101306,0000,0000,0,103027,0000,0000,0,108070,0000,0000,0,114543,0000,0000,0,25138,0000,0000,0,25559,0000,0000,0,26224,0000,0000,0,27376,0000,0000
"Blount, TN",47009,0,1791608,0000,0000,0,1870105,0000,0000,0,2047144,0000,0000,0,2158087,0000,0000,0,2240594,0000,0000,0,2427719,0000,0000,0,2520262,0000,0000,0,37712,0000,0000,0,38036,0000,0000,0,39983,0000,0000,0,40397,0000,0000
"Bradley, TN",47011,0,1738248,0000,0000,0,1717563,0000,0000,0,1801695,0000,0000,0,1940824,0000,0000,0,2004822,0000,0000,0,2051368,0000,0000,0,2093570,0000,0000,0,38908,0000,0000,0,39789,0000,0000,0,40707,0000,0000,0,41901,0000,0000
"Campbell, TN",47013,0,343998,0000,0000,0,357474,0000,0000,0,387620,0000,0000,0,432999,0000,0000,0,471086,0000,0000,0,449785,0000,0000,0,479009,0000,0000,0,28712,0000,0000,0,30412,0000,0000,0,29080,0000,0000,0,31483,0000,0000
"Cannon, TN",47015,0,79142,0000,0000,0,81573,0000,0000,0,89863,0000,0000,0,97348,0000,0000,0,111866,0000,0000,0,109573,0000,0000,0,110299,0000,0000,0,17813,0000,0000,0,20069,0000,0000,0,19003,0000,0000,0,18887,0000,0000
"Carroll, TN",47017,0,282189,0000,0000,0,280608,0000,0000,0,309252,0000,0000,0,323157,0000,0000,0,361507,0000,0000,0,381404,0000,0000,0,391189,0000,0000,0,24044,0000,0000,0,26884,0000,0000,0,27666,0000,0000,0,28438,0000,0000
"Carter, TN",47019,0,399472,0000,0000,0,415539,0000,0000,0,419902,0000,0000,0,448111,0000,0000,0,481980,0000,0000,0,501724,0000,0000,0,526606,0000,0000,0,22581,0000,0000,0,23577,0000,0000,0,24146,0000,0000,0,24679,0000,0000
"Cheatham, TN",47021,0,337798,0000,0000,0,405670,0000,0000,0,433752,0000,0000,0,484751,0000,0000,0,507526,0000,0000,0,539259,0000,0000,0,558166,0000,0000,0,30630,0000,0000,0,31204,0000,0000,0,32544,0000,0000,0,32851,0000,0000
"Chester, TN",47023,0,152459,0000,0000,0,140440,0000,0000,0,150381,0000,0000,0,152645,0000,0000,0,166745,0000,0000,0,171535,0000,0000,0,173787,0000,0000,0,22389,0000,0000,0,24432,0000,0000,0,24728,0000,0000,0,25128,0000,0000
"Claiborne, TN",47025,0,286888,0000,0000,0,294698,0000,0000,0,321554,0000,0000,0,335885,0000,0000,0,364523,0000,0000,0,376147,0000,0000,0,372666,0000,0000,0,23561,0000,0000,0,24974,0000,0000,0,25460,0000,0000,0,25919,0000,0000
"Clay, TN",47027,0,74468,0000,0000,0,75381,0000,0000,0,79093,0000,0000,0,80820,0000,0000,0,80138,0000,0000,0,83836,0000,0000,0,81189,0000,0000,0,19225,0000,0000,0,18724,0000,0000,0,19163,0000,0000,0,18707,0000,0000
"Cocke, TN",47029,0,283801,0000,0000,0,293302,0000,0000,0,296430,0000,0000,0,304529,0000,0000,0,319542,0000,0000,0,331977,0000,0000,0,338347,0000,0000,0,23516,0000,0000,0,24173,0000,0000,0,24933,0000,0000,0,25673,0000,0000
"Coffee, TN",47031,0,976782,0000,0000,0,1090140,0000,0000,0,1167914,0000,0000,0,1227639,0000,0000,0,1260946,0000,0000,0,1269672,0000,0000,0,1297865,0000,0000,0,35708,0000,0000,0,37009,0000,0000,0,37743,0000,0000,0,38615,0000,0000
"Crockett, TN",47033,0,158584,0000,0000,0,154008,0000,0000,0,173914,0000,0000,0,168878,0000,0000,0,186654,0000,0000,0,189584,0000,0000,0,175853,0000,0000,0,25929,0000,0000,0,28466,0000,0000,0,29077,0000,0000,0,27075,0000,0000
"Cumberland, TN",47035,0,599040,0000,0000,0,589432,0000,0000,0,638041,0000,0000,0,683569,0000,0000,0,735976,0000,0000,0,775918,0000,0000,0,797233,0000,0000,0,27804,0000,0000,0,28627,0000,0000,0,29653,0000,0000,0,30219,0000,0000
"Davidson, TN",47037,0,22850246,0000,0000,0,24046806,0000,0000,0,24645347,0000,0000,0,26380058,0000,0000,0,27766616,0000,0000,0,30035596,0000,0000,0,31124024,0000,0000,0,49523,0000,0000,0,50949,0000,0000,0,53974,0000,0000,0,55537,0000,0000
"Decatur, TN",47039,0,134576,0000,0000,0,135685,0000,0000,0,142934,0000,0000,0,152074,0000,0000,0,164547,0000,0000,0,181677,0000,0000,0,190628,0000,0000,0,24158,0000,0000,0,25917,0000,0000,0,27946,0000,0000,0,28300,0000,0000
"DeKalb, TN",47041,0,189028,0000,0000,0,222419,0000,0000,0,249526,0000,0000,0,262889,0000,0000,0,275970,0000,0000,0,285548,0000,0000,0,293775,0000,0000,0,28491,0000,0000,0,29547,0000,0000,0,30316,0000,0000,0,31585,0000,0000
"Dickson, TN",47043,0,574875,0000,0000,0,579845,0000,0000,0,614357,0000,0000,0,634213,0000,0000,0,681073,0000,0000,0,720105,0000,0000,0,740401,0000,0000,0,27018,0000,0000,0,28121,0000,0000,0,29223,0000,0000,0,29648,0000,0000
