Areaname,STCOU,EAN010201F,EAN010201D,EAN010201N1,EAN010201N2,EAN010202F,EAN010202D,EAN010202N1,EAN010202N2,EAN010203F,EAN010203D,EAN010203N1,EAN010203N2,EAN010204F,EAN010204D,EAN010204N1,EAN010204N2,EAN010205F,EAN010205D,EAN010205N1,EAN010205N2,EAN010206F,EAN010206D,EAN010206N1,EAN010206N2,EAN010207F,EAN010207D,EAN010207N1,EAN010207N2,EAN012204F,EAN012204D,EAN012204N1,EAN012204N2,EAN012205F,EAN012205D,EAN012205N1,EAN012205N2,EAN012206F,EAN012206D,EAN012206N1,EAN012206N2,EAN012207F,EAN012207D,EAN012207N1,EAN012207N2
"Carbon, PA",42025,0,597365,0000,0000,0,622470,0000,0000,0,663438,0000,0000,0,705417,0000,0000,0,742057,0000,0000,0,780888,0000,0000,0,828551,0000,0000,0,29744,0000,0000,0,30461,0000,0000,0,31967,0000,0000,0,33416,0000,0000
"Centre, PA",42027,0,2863126,0000,0000,0,3012219,0000,0000,0,3138833,0000,0000,0,3326315,0000,0000,0,3525813,0000,0000,0,3686021,0000,0000,0,3878668,0000,0000,0,31904,0000,0000,0,33196,0000,0000,0,34356,0000,0000,0,35703,0000,0000
"Chester, PA",42029,0,14115694,0000,0000,0,14976298,0000,0000,0,15686331,0000,0000,0,16952360,0000,0000,0,18310101,0000,0000,0,19212935,0000,0000,0,20402252,0000,0000,0,55990,0000,0000,0,57987,0000,0000,0,59599,0000,0000,0,61610,0000,0000
"Clarion, PA",42031,0,629954,0000,0000,0,638814,0000,0000,0,656982,0000,0000,0,695017,0000,0000,0,732154,0000,0000,0,743987,0000,0000,0,771457,0000,0000,0,32142,0000,0000,0,33141,0000,0000,0,34140,0000,0000,0,35497,0000,0000
"Clearfield, PA",42033,0,1156298,0000,0000,0,1190630,0000,0000,0,1223444,0000,0000,0,1283327,0000,0000,0,1330455,0000,0000,0,1372363,0000,0000,0,1421919,0000,0000,0,30830,0000,0000,0,31792,0000,0000,0,32565,0000,0000,0,34164,0000,0000
"Clinton, PA",42035,0,498926,0000,0000,0,486228,0000,0000,0,526922,0000,0000,0,558561,0000,0000,0,578682,0000,0000,0,594502,0000,0000,0,629849,0000,0000,0,30509,0000,0000,0,30939,0000,0000,0,31988,0000,0000,0,33377,0000,0000
"Columbia, PA",42037,0,1021993,0000,0000,0,1080997,0000,0000,0,1107083,0000,0000,0,1209954,0000,0000,0,1269338,0000,0000,0,1296657,0000,0000,0,1391536,0000,0000,0,34146,0000,0000,0,34886,0000,0000,0,35505,0000,0000,0,37797,0000,0000
"Crawford, PA",42039,0,1245035,0000,0000,0,1215824,0000,0000,0,1246854,0000,0000,0,1308750,0000,0000,0,1363564,0000,0000,0,1415207,0000,0000,0,1476890,0000,0000,0,29510,0000,0000,0,30003,0000,0000,0,30906,0000,0000,0,32226,0000,0000
"Cumberland, PA",42041,0,5984814,0000,0000,0,6205283,0000,0000,0,6467309,0000,0000,0,6819011,0000,0000,0,7102637,0000,0000,0,7162633,0000,0000,0,7442155,0000,0000,0,42676,0000,0000,0,44392,0000,0000,0,44750,0000,0000,0,46499,0000,0000
"Dauphin, PA",42043,0,8252606,0000,0000,0,8636426,0000,0000,0,8996311,0000,0000,0,9552295,0000,0000,0,9832555,0000,0000,0,10293803,0000,0000,0,10752188,0000,0000,0,44465,0000,0000,0,45004,0000,0000,0,46026,0000,0000,0,47768,0000,0000
"Delaware, PA",42045,0,12421081,0000,0000,0,12283712,0000,0000,0,12796287,0000,0000,0,13208758,0000,0000,0,13578395,0000,0000,0,14282723,0000,0000,0,14829841,0000,0000,0,47438,0000,0000,0,48104,0000,0000,0,50212,0000,0000,0,51312,0000,0000
"Elk, PA",42047,0,635844,0000,0000,0,634792,0000,0000,0,656452,0000,0000,0,678385,0000,0000,0,689277,0000,0000,0,705884,0000,0000,0,723991,0000,0000,0,34243,0000,0000,0,34684,0000,0000,0,35640,0000,0000,0,36816,0000,0000
"Erie, PA",42049,0,5269237,0000,0000,0,5246099,0000,0000,0,5300443,0000,0000,0,5642917,0000,0000,0,5861487,0000,0000,0,6048669,0000,0000,0,6320919,0000,0000,0,35103,0000,0000,0,35848,0000,0000,0,36963,0000,0000,0,38533,0000,0000
"Fayette, PA",42051,0,1492806,0000,0000,0,1536719,0000,0000,0,1606052,0000,0000,0,1707368,0000,0000,0,1739100,0000,0000,0,1824709,0000,0000,0,1948685,0000,0000,0,28991,0000,0000,0,29547,0000,0000,0,30691,0000,0000,0,32257,0000,0000
"Forest, PA",42053,0,54690,0000,0000,0,58644,0000,0000,0,64639,0000,0000,0,69369,0000,0000,0,91634,0000,0000,0,103665,0000,0000,0,106562,0000,0000,0,26814,0000,0000,0,31392,0000,0000,0,33247,0000,0000,0,34950,0000,0000
"Franklin, PA",42055,0,1949914,0000,0000,0,1993921,0000,0000,0,2130311,0000,0000,0,2352257,0000,0000,0,2543164,0000,0000,0,2680814,0000,0000,0,2875967,0000,0000,0,33343,0000,0000,0,34535,0000,0000,0,35379,0000,0000,0,37066,0000,0000
"Fulton, PA",42057,0,243767,0000,0000,0,235671,0000,0000,0,240354,0000,0000,0,290573,0000,0000,0,323568,0000,0000,0,359454,0000,0000,0,338039,0000,0000,0,39426,0000,0000,0,40095,0000,0000,0,44072,0000,0000,0,43517,0000,0000
"Greene, PA",42059,0,567710,0000,0000,0,555533,0000,0000,0,578536,0000,0000,0,604353,0000,0000,0,634623,0000,0000,0,670235,0000,0000,0,723760,0000,0000,0,36585,0000,0000,0,37816,0000,0000,0,39398,0000,0000,0,41002,0000,0000
"Huntingdon, PA",42061,0,498800,0000,0000,0,499816,0000,0000,0,522413,0000,0000,0,562016,0000,0000,0,581279,0000,0000,0,604361,0000,0000,0,642032,0000,0000,0,30109,0000,0000,0,31035,0000,0000,0,31568,0000,0000,0,33189,0000,0000
"Indiana, PA",42063,0,1337215,0000,0000,0,1362883,0000,0000,0,1458500,0000,0000,0,1621037,0000,0000,0,1728090,0000,0000,0,1794012,0000,0000,0,1923496,0000,0000,0,35858,0000,0000,0,37342,0000,0000,0,38252,0000,0000,0,40894,0000,0000
"Jefferson, PA",42065,0,587289,0000,0000,0,583423,0000,0000,0,610038,0000,0000,0,640492,0000,0000,0,667749,0000,0000,0,704206,0000,0000,0,760473,0000,0000,0,29706,0000,0000,0,30083,0000,0000,0,31131,0000,0000,0,32985,0000,0000
"Juniata, PA",42067,0,269969,0000,0000,0,278555,0000,0000,0,310690,0000,0000,0,338911,0000,0000,0,356052,0000,0000,0,351448,0000,0000,0,360663,0000,0000,0,28377,0000,0000,0,29240,0000,0000,0,29586,0000,0000,0,30640,0000,0000
"Lackawanna, PA",42069,0,4074476,0000,0000,0,4003229,0000,0000,0,4105279,0000,0000,0,4342585,0000,0000,0,4590089,0000,0000,0,4754398,0000,0000,0,4946847,0000,0000,0,34820,0000,0000,0,36125,0000,0000,0,36968,0000,0000,0,37922,0000,0000
"Lancaster, PA",42071,0,9986702,0000,0000,0,10144260,0000,0000,0,10670523,0000,0000,0,11261401,0000,0000,0,11802496,0000,0000,0,12052109,0000,0000,0,12477839,0000,0000,0,37891,0000,0000,0,38804,0000,0000,0,39445,0000,0000,0,40523,0000,0000
"Lawrence, PA",42073,0,1229756,0000,0000,0,1263849,0000,0000,0,1358850,0000,0000,0,1413234,0000,0000,0,1454267,0000,0000,0,1499567,0000,0000,0,1593873,0000,0000,0,33601,0000,0000,0,34576,0000,0000,0,35849,0000,0000,0,37659,0000,0000
"Lebanon, PA",42075,0,1825642,0000,0000,0,1811619,0000,0000,0,1920260,0000,0000,0,2077051,0000,0000,0,2162659,0000,0000,0,2280412,0000,0000,0,2407593,0000,0000,0,35696,0000,0000,0,36140,0000,0000,0,36797,0000,0000,0,37895,0000,0000
"Lehigh, PA",42077,0,8622922,0000,0000,0,8894059,0000,0000,0,9017073,0000,0000,0,9543057,0000,0000,0,9929576,0000,0000,0,10527642,0000,0000,0,11224074,0000,0000,0,44930,0000,0000,0,45906,0000,0000,0,47777,0000,0000,0,50220,0000,0000
"Luzerne, PA",42079,0,5834542,0000,0000,0,5940093,0000,0000,0,6118098,0000,0000,0,6514504,0000,0000,0,6719851,0000,0000,0,6863246,0000,0000,0,7214475,0000,0000,0,37566,0000,0000,0,38325,0000,0000,0,39085,0000,0000,0,40917,0000,0000
"Lycoming, PA",42081,0,2170139,0000,0000,0,2125309,0000,0000,0,2208895,0000,0000,0,2350756,0000,0000,0,2403879,0000,0000,0,2468267,0000,0000,0,2564412,0000,0000,0,34618,0000,0000,0,35300,0000,0000,0,36216,0000,0000,0,37398,0000,0000
"McKean, PA",42083,0,708281,0000,0000,0,701438,0000,0000,0,732324,0000,0000,0,767866,0000,0000,0,781953,0000,0000,0,818411,0000,0000,0,850750,0000,0000,0,33821,0000,0000,0,33909,0000,0000,0,35213,0000,0000,0,36729,0000,0000
"Mercer, PA",42085,0,1845598,0000,0000,0,1892200,0000,0000,0,1953613,0000,0000,0,2001094,0000,0000,0,2083816,0000,0000,0,2188229,0000,0000,0,2297114,0000,0000,0,32072,0000,0000,0,32857,0000,0000,0,34203,0000,0000,0,35545,0000,0000
"Mifflin, PA",42087,0,639707,0000,0000,0,625287,0000,0000,0,644097,0000,0000,0,674932,0000,0000,0,714263,0000,0000,0,741498,0000,0000,0,776862,0000,0000,0,31047,0000,0000,0,31860,0000,0000,0,32829,0000,0000,0,34655,0000,0000
"Monroe, PA",42089,0,2028639,0000,0000,0,2172902,0000,0000,0,2323211,0000,0000,0,2584291,0000,0000,0,2744554,0000,0000,0,2947610,0000,0000,0,3098462,0000,0000,0,34937,0000,0000,0,35945,0000,0000,0,37515,0000,0000,0,38292,0000,0000
"Montgomery, PA",42091,0,30905370,0000,0000,0,32017578,0000,0000,0,32980559,0000,0000,0,35702034,0000,0000,0,36765268,0000,0000,0,39166934,0000,0000,0,40886138,0000,0000,0,59812,0000,0000,0,60826,0000,0000,0,64183,0000,0000,0,66311,0000,0000
"Montour, PA",42093,0,551850,0000,0000,0,593889,0000,0000,0,631448,0000,0000,0,687081,0000,0000,0,730308,0000,0000,0,807762,0000,0000,0,887700,0000,0000,0,39967,0000,0000,0,40364,0000,0000,0,42313,0000,0000,0,44592,0000,0000
"Northampton, PA",42095,0,4054634,0000,0000,0,4172861,0000,0000,0,4448186,0000,0000,0,4722981,0000,0000,0,5041972,0000,0000,0,5323876,0000,0000,0,5534468,0000,0000,0,39006,0000,0000,0,39964,0000,0000,0,41301,0000,0000,0,42290,0000,0000
"Northumberland, PA",42097,0,1196090,0000,0000,0,1232162,0000,0000,0,1267252,0000,0000,0,1296081,0000,0000,0,1338876,0000,0000,0,1381315,0000,0000,0,1463599,0000,0000,0,33405,0000,0000,0,33460,0000,0000,0,34372,0000,0000,0,36104,0000,0000
"Perry, PA",42099,0,309208,0000,0000,0,288287,0000,0000,0,311356,0000,0000,0,341792,0000,0000,0,348283,0000,0000,0,352587,0000,0000,0,374678,0000,0000,0,26175,0000,0000,0,26001,0000,0000,0,26336,0000,0000,0,28005,0000,0000
"Philadelphia, PA",42101,0,37627817,0000,0000,0,39507406,0000,0000,0,40964986,0000,0000,0,42960649,0000,0000,0,44553555,0000,0000,0,46665778,0000,0000,0,49115992,0000,0000,0,57091,0000,0000,0,58439,0000,0000,0,60779,0000,0000,0,63639,0000,0000
"Pike, PA",42103,0,360335,0000,0000,0,401403,0000,0000,0,432981,0000,0000,0,464819,0000,0000,0,502315,0000,0000,0,539130,0000,0000,0,560742,0000,0000,0,27591,0000,0000,0,28163,0000,0000,0,29549,0000,0000,0,29967,0000,0000
"Potter, PA",42105,0,342154,0000,0000,0,339575,0000,0000,0,322263,0000,0000,0,340201,0000,0000,0,360996,0000,0000,0,405219,0000,0000,0,360173,0000,0000,0,34437,0000,0000,0,36100,0000,0000,0,41177,0000,0000,0,39432,0000,0000
"Schuylkill, PA",42107,0,1876828,0000,0000,0,1893471,0000,0000,0,1973571,0000,0000,0,2077987,0000,0000,0,2189134,0000,0000,0,2280440,0000,0000,0,2429413,0000,0000,0,33172,0000,0000,0,33819,0000,0000,0,34791,0000,0000,0,36134,0000,0000
"Snyder, PA",42109,0,627411,0000,0000,0,615768,0000,0000,0,670158,0000,0000,0,713418,0000,0000,0,741497,0000,0000,0,747617,0000,0000,0,779518,0000,0000,0,31937,0000,0000,0,32313,0000,0000,0,32660,0000,0000,0,34786,0000,0000
"Somerset, PA",42111,0,1003035,0000,0000,0,977915,0000,0000,0,1026145,0000,0000,0,1093560,0000,0000,0,1134487,0000,0000,0,1154488,0000,0000,0,1211531,0000,0000,0,29832,0000,0000,0,30541,0000,0000,0,31382,0000,0000,0,33298,0000,0000
"Sullivan, PA",42113,0,60826,0000,0000,0,58486,0000,0000,0,60729,0000,0000,0,64640,0000,0000,0,66205,0000,0000,0,67266,0000,0000,0,70195,0000,0000,0,22375,0000,0000,0,22626,0000,0000,0,23108,0000,0000,0,24147,0000,0000
"Susquehanna, PA",42115,0,339413,0000,0000,0,325592,0000,0000,0,343265,0000,0000,0,380334,0000,0000,0,386013,0000,0000,0,401502,0000,0000,0,422878,0000,0000,0,23490,0000,0000,0,23631,0000,0000,0,24387,0000,0000,0,25510,0000,0000
"Tioga, PA",42117,0,490335,0000,0000,0,494463,0000,0000,0,528695,0000,0000,0,557395,0000,0000,0,557403,0000,0000,0,558517,0000,0000,0,582838,0000,0000,0,28804,0000,0000,0,28619,0000,0000,0,28961,0000,0000,0,30315,0000,0000
"Union, PA",42119,0,737991,0000,0000,0,719457,0000,0000,0,773687,0000,0000,0,827156,0000,0000,0,850553,0000,0000,0,856581,0000,0000,0,881575,0000,0000,0,37430,0000,0000,0,37529,0000,0000,0,37639,0000,0000,0,39328,0000,0000
"Venango, PA",42121,0,794782,0000,0000,0,784538,0000,0000,0,812549,0000,0000,0,861079,0000,0000,0,880473,0000,0000,0,910466,0000,0000,0,918194,0000,0000,0,32677,0000,0000,0,33172,0000,0000,0,34209,0000,0000,0,34904,0000,0000
"Warren, PA",42123,0,648015,0000,0000,0,624577,0000,0000,0,637270,0000,0000,0,663426,0000,0000,0,677971,0000,0000,0,709853,0000,0000,0,756123,0000,0000,0,32615,0000,0000,0,33294,0000,0000,0,34754,0000,0000,0,36378,0000,0000
"Washington, PA",42125,0,3334278,0000,0000,0,3434646,0000,0000,0,3622912,0000,0000,0,3892285,0000,0000,0,4022377,0000,0000,0,4304544,0000,0000,0,4550415,0000,0000,0,39035,0000,0000,0,39686,0000,0000,0,41499,0000,0000,0,43312,0000,0000
"Wayne, PA",42127,0,504602,0000,0000,0,529917,0000,0000,0,563749,0000,0000,0,602002,0000,0000,0,642077,0000,0000,0,689768,0000,0000,0,723931,0000,0000,0,29946,0000,0000,0,30730,0000,0000,0,31750,0000,0000,0,33191,0000,0000
"Westmoreland, PA",42129,0,5518299,0000,0000,0,5606352,0000,0000,0,5758382,0000,0000,0,6180868,0000,0000,0,6508533,0000,0000,0,6768809,0000,0000,0,6957018,0000,0000,0,35057,0000,0000,0,35854,0000,0000,0,37597,0000,0000,0,38832,0000,0000
"Wyoming, PA",42131,0,443362,0000,0000,0,455362,0000,0000,0,467886,0000,0000,0,454226,0000,0000,0,474480,0000,0000,0,502575,0000,0000,0,519830,0000,0000,0,38138,0000,0000,0,38879,0000,0000,0,40734,0000,0000,0,41717,0000,0000
"York, PA",42133,0,7320257,0000,0000,0,7455611,0000,0000,0,7868042,0000,0000,0,8411270,0000,0000,0,9080239,0000,0000,0,9196731,0000,0000,0,9611537,0000,0000,0,39203,0000,0000,0,40997,0000,0000,0,41114,0000,0000,0,42259,0000,0000
RHODE ISLAND,44000,0,22108049,0000,0000,0,23249060,0000,0000,0,24649762,0000,0000,0,25951214,0000,0000,0,26999744,0000,0000,0,28168212,0000,0000,0,29059152,0000,0000,0,42868,0000,0000,0,44161,0000,0000,0,45901,0000,0000,0,47224,0000,0000
"Bristol, RI",44001,0,577926,0000,0000,0,632288,0000,0000,0,695553,0000,0000,0,735366,0000,0000,0,768072,0000,0000,0,783641,0000,0000,0,823496,0000,0000,0,33207,0000,0000,0,34044,0000,0000,0,34665,0000,0000,0,35854,0000,0000
"Kent, RI",44003,0,3298178,0000,0000,0,3589126,0000,0000,0,3912509,0000,0000,0,4148725,0000,0000,0,4244725,0000,0000,0,4392269,0000,0000,0,4541268,0000,0000,0,40318,0000,0000,0,40956,0000,0000,0,42263,0000,0000,0,43797,0000,0000
"Newport, RI",44005,0,2144798,0000,0000,0,2280912,0000,0000,0,2378287,0000,0000,0,2459514,0000,0000,0,2566205,0000,0000,0,2684826,0000,0000,0,2792645,0000,0000,0,45345,0000,0000,0,46858,0000,0000,0,49011,0000,0000,0,50601,0000,0000
"Providence, RI",44007,0,14038303,0000,0000,0,14536690,0000,0000,0,15290834,0000,0000,0,16068342,0000,0000,0,16687145,0000,0000,0,17543337,0000,0000,0,17979371,0000,0000,0,45250,0000,0000,0,46719,0000,0000,0,48815,0000,0000,0,49972,0000,0000
"Washington, RI",44009,0,2048844,0000,0000,0,2210044,0000,0000,0,2372579,0000,0000,0,2539267,0000,0000,0,2733597,0000,0000,0,2764139,0000,0000,0,2922372,0000,0000,0,35773,0000,0000,0,37319,0000,0000,0,37874,0000,0000,0,39646,0000,0000
SOUTH CAROLINA,45000,0,74372599,0000,0000,0,76279313,0000,0000,0,79668852,0000,0000,0,83989800,0000,0000,0,88524039,0000,0000,0,93745976,0000,0000,0,97801027,0000,0000,0,36106,0000,0000,0,37172,0000,0000,0,38360,0000,0000,0,38996,0000,0000
"Abbeville, SC",45001,0,352246,0000,0000,0,299124,0000,0000,0,287661,0000,0000,0,304473,0000,0000,0,317337,0000,0000,0,321946,0000,0000,0,311597,0000,0000,0,27011,0000,0000,0,27399,0000,0000,0,28263,0000,0000,0,27851,0000,0000
"Aiken, SC",45003,0,2872242,0000,0000,0,2970472,0000,0000,0,3049191,0000,0000,0,3129307,0000,0000,0,3248830,0000,0000,0,3290168,0000,0000,0,3420403,0000,0000,0,39262,0000,0000,0,40290,0000,0000,0,40372,0000,0000,0,40841,0000,0000
"Allendale, SC",45005,0,152410,0000,0000,0,150547,0000,0000,0,149765,0000,0000,0,153904,0000,0000,0,164935,0000,0000,0,223286,0000,0000,0,206419,0000,0000,0,34315,0000,0000,0,37122,0000,0000,0,40746,0000,0000,0,40981,0000,0000
"Anderson, SC",45007,0,2583193,0000,0000,0,2554475,0000,0000,0,2625620,0000,0000,0,2717773,0000,0000,0,2800256,0000,0000,0,2939411,0000,0000,0,3026244,0000,0000,0,33038,0000,0000,0,33647,0000,0000,0,34767,0000,0000,0,34871,0000,0000
"Bamberg, SC",45009,0,164691,0000,0000,0,167677,0000,0000,0,172906,0000,0000,0,180248,0000,0000,0,189817,0000,0000,0,195345,0000,0000,0,197422,0000,0000,0,24722,0000,0000,0,25520,0000,0000,0,26309,0000,0000,0,26729,0000,0000
"Barnwell, SC",45011,0,431340,0000,0000,0,268458,0000,0000,0,282232,0000,0000,0,285075,0000,0000,0,294244,0000,0000,0,289734,0000,0000,0,290154,0000,0000,0,29089,0000,0000,0,30188,0000,0000,0,30738,0000,0000,0,31508,0000,0000
"Beaufort, SC",45013,0,2797425,0000,0000,0,2835319,0000,0000,0,3039837,0000,0000,0,3268645,0000,0000,0,3555917,0000,0000,0,3787393,0000,0000,0,4001349,0000,0000,0,36647,0000,0000,0,38596,0000,0000,0,39565,0000,0000,0,40206,0000,0000
"Berkeley, SC",45015,0,1507319,0000,0000,0,1660531,0000,0000,0,1760721,0000,0000,0,1906590,0000,0000,0,2059903,0000,0000,0,2175244,0000,0000,0,2316750,0000,0000,0,33336,0000,0000,0,34122,0000,0000,0,34654,0000,0000,0,35142,0000,0000
"Calhoun, SC",45017,0,191874,0000,0000,0,197748,0000,0000,0,219196,0000,0000,0,229674,0000,0000,0,243517,0000,0000,0,257140,0000,0000,0,259584,0000,0000,0,28295,0000,0000,0,29045,0000,0000,0,30445,0000,0000,0,29844,0000,0000
"Charleston, SC",45019,0,8471740,0000,0000,0,9050027,0000,0000,0,9520650,0000,0000,0,10177286,0000,0000,0,11047212,0000,0000,0,11799776,0000,0000,0,12722020,0000,0000,0,38518,0000,0000,0,40637,0000,0000,0,42173,0000,0000,0,43646,0000,0000
"Cherokee, SC",45021,0,763537,0000,0000,0,748192,0000,0000,0,774955,0000,0000,0,824380,0000,0000,0,831513,0000,0000,0,857842,0000,0000,0,914662,0000,0000,0,33711,0000,0000,0,33841,0000,0000,0,34501,0000,0000,0,35725,0000,0000
"Chester, SC",45023,0,455526,0000,0000,0,475936,0000,0000,0,476446,0000,0000,0,515475,0000,0000,0,547047,0000,0000,0,559424,0000,0000,0,525009,0000,0000,0,34933,0000,0000,0,36276,0000,0000,0,37415,0000,0000,0,38019,0000,0000
"Chesterfield, SC",45025,0,586907,0000,0000,0,579756,0000,0000,0,612182,0000,0000,0,614506,0000,0000,0,592732,0000,0000,0,616635,0000,0000,0,656540,0000,0000,0,33170,0000,0000,0,32231,0000,0000,0,33032,0000,0000,0,34524,0000,0000
"Clarendon, SC",45027,0,277148,0000,0000,0,267368,0000,0000,0,292322,0000,0000,0,315354,0000,0000,0,320888,0000,0000,0,328491,0000,0000,0,342650,0000,0000,0,26576,0000,0000,0,26690,0000,0000,0,26948,0000,0000,0,27651,0000,0000
"Colleton, SC",45029,0,387222,0000,0000,0,379822,0000,0000,0,392791,0000,0000,0,411944,0000,0000,0,424748,0000,0000,0,452992,0000,0000,0,468508,0000,0000,0,26227,0000,0000,0,26953,0000,0000,0,27876,0000,0000,0,28469,0000,0000
"Darlington, SC",45031,0,957674,0000,0000,0,974614,0000,0000,0,1037208,0000,0000,0,1037294,0000,0000,0,1078234,0000,0000,0,1151827,0000,0000,0,1165456,0000,0000,0,36737,0000,0000,0,37710,0000,0000,0,39739,0000,0000,0,40564,0000,0000
"Dillon, SC",45033,0,319141,0000,0000,0,317870,0000,0000,0,350031,0000,0000,0,358848,0000,0000,0,362057,0000,0000,0,369500,0000,0000,0,357667,0000,0000,0,28191,0000,0000,0,28372,0000,0000,0,28876,0000,0000,0,28418,0000,0000
"Dorchester, SC",45035,0,966732,0000,0000,0,1025562,0000,0000,0,1118206,0000,0000,0,1175331,0000,0000,0,1226767,0000,0000,0,1299824,0000,0000,0,1354837,0000,0000,0,32931,0000,0000,0,33589,0000,0000,0,34864,0000,0000,0,35689,0000,0000
"Edgefield, SC",45037,0,228602,0000,0000,0,233067,0000,0000,0,236826,0000,0000,0,253049,0000,0000,0,249326,0000,0000,0,242797,0000,0000,0,248085,0000,0000,0,29411,0000,0000,0,30420,0000,0000,0,30583,0000,0000,0,30768,0000,0000
"Fairfield, SC",45039,0,314083,0000,0000,0,322777,0000,0000,0,290893,0000,0000,0,307233,0000,0000,0,317462,0000,0000,0,331337,0000,0000,0,335886,0000,0000,0,37236,0000,0000,0,37313,0000,0000,0,37997,0000,0000,0,38453,0000,0000
"Florence, SC",45041,0,2671576,0000,0000,0,2676129,0000,0000,0,2743430,0000,0000,0,2901134,0000,0000,0,2976917,0000,0000,0,3175182,0000,0000,0,3262264,0000,0000,0,36060,0000,0000,0,36539,0000,0000,0,37991,0000,0000,0,38069,0000,0000
"Georgetown, SC",45043,0,839962,0000,0000,0,922572,0000,0000,0,954298,0000,0000,0,997613,0000,0000,0,1098569,0000,0000,0,1154068,0000,0000,0,1187841,0000,0000,0,29930,0000,0000,0,31613,0000,0000,0,32062,0000,0000,0,32327,0000,0000
"Greenville, SC",45045,0,10481256,0000,0000,0,10458724,0000,0000,0,10761341,0000,0000,0,11163738,0000,0000,0,11792136,0000,0000,0,12444195,0000,0000,0,13073671,0000,0000,0,39192,0000,0000,0,40214,0000,0000,0,41188,0000,0000,0,41873,0000,0000
"Greenwood, SC",45047,0,1284458,0000,0000,0,1273249,0000,0000,0,1296368,0000,0000,0,1346001,0000,0000,0,1370277,0000,0000,0,1418756,0000,0000,0,1438798,0000,0000,0,35495,0000,0000,0,35614,0000,0000,0,36874,0000,0000,0,37319,0000,0000
"Hampton, SC",45049,0,246738,0000,0000,0,236663,0000,0000,0,237564,0000,0000,0,244792,0000,0000,0,256184,0000,0000,0,267435,0000,0000,0,285534,0000,0000,0,32333,0000,0000,0,33271,0000,0000,0,34168,0000,0000,0,36084,0000,0000
"Horry, SC",45051,0,3450345,0000,0000,0,3549709,0000,0000,0,3833132,0000,0000,0,4108722,0000,0000,0,4474726,0000,0000,0,4894164,0000,0000,0,5023385,0000,0000,0,30520,0000,0000,0,31534,0000,0000,0,32583,0000,0000,0,32616,0000,0000
"Jasper, SC",45053,0,171596,0000,0000,0,189619,0000,0000,0,204436,0000,0000,0,256546,0000,0000,0,298617,0000,0000,0,353501,0000,0000,0,386183,0000,0000,0,29703,0000,0000,0,31737,0000,0000,0,34040,0000,0000,0,34564,0000,0000
"Kershaw, SC",45055,0,708400,0000,0000,0,758407,0000,0000,0,819733,0000,0000,0,878908,0000,0000,0,890872,0000,0000,0,925026,0000,0000,0,952027,0000,0000,0,33704,0000,0000,0,33840,0000,0000,0,34635,0000,0000,0,34902,0000,0000
"Lancaster, SC",45057,0,778355,0000,0000,0,755540,0000,0000,0,765396,0000,0000,0,805821,0000,0000,0,849860,0000,0000,0,856488,0000,0000,0,865720,0000,0000,0,32977,0000,0000,0,34030,0000,0000,0,33604,0000,0000,0,34432,0000,0000
"Laurens, SC",45059,0,738389,0000,0000,0,687936,0000,0000,0,715190,0000,0000,0,755776,0000,0000,0,824314,0000,0000,0,843133,0000,0000,0,883684,0000,0000,0,30638,0000,0000,0,31541,0000,0000,0,32133,0000,0000,0,33603,0000,0000
"Lee, SC",45061,0,152548,0000,0000,0,143784,0000,0000,0,160797,0000,0000,0,166347,0000,0000,0,181897,0000,0000,0,180764,0000,0000,0,183995,0000,0000,0,26094,0000,0000,0,28542,0000,0000,0,28489,0000,0000,0,28478,0000,0000
"Lexington, SC",45063,0,3412311,0000,0000,0,3521601,0000,0000,0,3758744,0000,0000,0,4161672,0000,0000,0,4370925,0000,0000,0,4660629,0000,0000,0,4914780,0000,0000,0,33324,0000,0000,0,33758,0000,0000,0,34552,0000,0000,0,34961,0000,0000
"McCormick, SC",45065,0,72537,0000,0000,0,74240,0000,0000,0,79397,0000,0000,0,80066,0000,0000,0,84035,0000,0000,0,84972,0000,0000,0,84359,0000,0000,0,28443,0000,0000,0,28918,0000,0000,0,28620,0000,0000,0,27559,0000,0000
"Marion, SC",45067,0,372388,0000,0000,0,371179,0000,0000,0,395487,0000,0000,0,395512,0000,0000,0,388979,0000,0000,0,387311,0000,0000,0,385950,0000,0000,0,26081,0000,0000,0,25844,0000,0000,0,25747,0000,0000,0,25512,0000,0000
"Marlboro, SC",45069,0,292445,0000,0000,0,294570,0000,0000,0,316779,0000,0000,0,319277,0000,0000,0,352103,0000,0000,0,375953,0000,0000,0,357737,0000,0000,0,31848,0000,0000,0,34162,0000,0000,0,35904,0000,0000,0,36190,0000,0000
"Newberry, SC",45071,0,461058,0000,0000,0,447635,0000,0000,0,486670,0000,0000,0,529652,0000,0000,0,539747,0000,0000,0,569951,0000,0000,0,599972,0000,0000,0,31008,0000,0000,0,31281,0000,0000,0,32294,0000,0000,0,33247,0000,0000
"Oconee, SC",45073,0,1093969,0000,0000,0,1132545,0000,0000,0,1184643,0000,0000,0,1268644,0000,0000,0,1257212,0000,0000,0,1279084,0000,0000,0,1309726,0000,0000,0,40101,0000,0000,0,40350,0000,0000,0,42447,0000,0000,0,42673,0000,0000
